/Users/mukulmalik/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
2025-07-14 23:53:50,679 - INFO -   ⏱️  Elapsed: 5.3 minutes, Estimated remaining: 21.4 minutes
2025-07-14 23:53:50,679 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-14 23:54:05,684 - INFO - Processing batch 5/20 (Questions 21-25)
2025-07-14 23:54:05,685 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-14 23:55:06,291 - INFO - Batch analysis completed successfully
2025-07-14 23:55:06,292 - INFO -   ✅ Q21: Analysis added
2025-07-14 23:55:06,292 - INFO -   ✅ Q22: Analysis added
2025-07-14 23:55:06,292 - INFO -   ✅ Q23: Analysis added
2025-07-14 23:55:06,292 - INFO -   ✅ Q24: Analysis added
2025-07-14 23:55:06,292 - INFO -   ✅ Q25: Analysis added
2025-07-14 23:55:06,292 - INFO -   📊 Batch 5 completed successfully
2025-07-14 23:55:06,299 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (25 questions)
2025-07-14 23:55:06,299 - INFO -   ⏱️  Progress: 5/20 batches (25.0%)
2025-07-14 23:55:06,299 - INFO -   ⏱️  Elapsed: 6.6 minutes, Estimated remaining: 19.8 minutes
2025-07-14 23:55:06,299 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-14 23:55:21,309 - INFO - Processing batch 6/20 (Questions 26-30)
2025-07-14 23:55:21,310 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-14 23:56:50,863 - INFO - Batch analysis completed successfully
2025-07-14 23:56:50,864 - INFO -   ✅ Q26: Analysis added
2025-07-14 23:56:50,865 - INFO -   ✅ Q27: Analysis added
2025-07-14 23:56:50,865 - INFO -   ✅ Q28: Analysis added
2025-07-14 23:56:50,865 - INFO -   ✅ Q29: Analysis added
2025-07-14 23:56:50,865 - INFO -   ✅ Q30: Analysis added
2025-07-14 23:56:50,865 - INFO -   📊 Batch 6 completed successfully
2025-07-14 23:56:50,869 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (30 questions)
2025-07-14 23:56:50,869 - INFO -   ⏱️  Progress: 6/20 batches (30.0%)
2025-07-14 23:56:50,869 - INFO -   ⏱️  Elapsed: 8.3 minutes, Estimated remaining: 19.5 minutes
2025-07-14 23:56:50,869 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-14 23:57:05,875 - INFO - Processing batch 7/20 (Questions 31-35)
2025-07-14 23:57:05,876 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-14 23:58:20,636 - INFO - Batch analysis completed successfully
2025-07-14 23:58:20,637 - INFO -   ✅ Q31: Analysis added
2025-07-14 23:58:20,637 - INFO -   ✅ Q32: Analysis added
2025-07-14 23:58:20,637 - INFO -   ✅ Q33: Analysis added
2025-07-14 23:58:20,637 - INFO -   ✅ Q34: Analysis added
2025-07-14 23:58:20,637 - INFO -   ✅ Q35: Analysis added
2025-07-14 23:58:20,637 - INFO -   📊 Batch 7 completed successfully
2025-07-14 23:58:20,644 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (35 questions)
2025-07-14 23:58:20,644 - INFO -   ⏱️  Progress: 7/20 batches (35.0%)
2025-07-14 23:58:20,644 - INFO -   ⏱️  Elapsed: 9.8 minutes, Estimated remaining: 18.3 minutes
2025-07-14 23:58:20,644 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-14 23:58:35,649 - INFO - Processing batch 8/20 (Questions 36-40)
2025-07-14 23:58:35,650 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-14 23:59:31,243 - INFO - Batch analysis completed successfully
2025-07-14 23:59:31,244 - INFO -   ✅ Q36: Analysis added
2025-07-14 23:59:31,244 - INFO -   ✅ Q37: Analysis added
2025-07-14 23:59:31,245 - INFO -   ✅ Q38: Analysis added
2025-07-14 23:59:31,245 - INFO -   ✅ Q39: Analysis added
2025-07-14 23:59:31,245 - INFO -   ✅ Q40: Analysis added
2025-07-14 23:59:31,245 - INFO -   📊 Batch 8 completed successfully
2025-07-14 23:59:31,252 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (40 questions)
2025-07-14 23:59:31,253 - INFO -   ⏱️  Progress: 8/20 batches (40.0%)
2025-07-14 23:59:31,253 - INFO -   ⏱️  Elapsed: 11.0 minutes, Estimated remaining: 16.5 minutes
2025-07-14 23:59:31,253 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-14 23:59:46,258 - INFO - Processing batch 9/20 (Questions 41-45)
2025-07-14 23:59:46,259 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:00:41,286 - INFO - Batch analysis completed successfully
2025-07-15 00:00:41,287 - INFO -   ✅ Q41: Analysis added
2025-07-15 00:00:41,287 - INFO -   ✅ Q42: Analysis added
2025-07-15 00:00:41,287 - INFO -   ✅ Q43: Analysis added
2025-07-15 00:00:41,287 - INFO -   ✅ Q44: Analysis added
2025-07-15 00:00:41,287 - INFO -   ✅ Q45: Analysis added
2025-07-15 00:00:41,287 - INFO -   📊 Batch 9 completed successfully
2025-07-15 00:00:41,296 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (45 questions)
2025-07-15 00:00:41,297 - INFO -   ⏱️  Progress: 9/20 batches (45.0%)
2025-07-15 00:00:41,297 - INFO -   ⏱️  Elapsed: 12.2 minutes, Estimated remaining: 14.9 minutes
2025-07-15 00:00:41,297 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:00:56,302 - INFO - Processing batch 10/20 (Questions 46-50)
2025-07-15 00:00:56,303 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:01:56,464 - INFO - Batch analysis completed successfully
2025-07-15 00:01:56,464 - INFO -   ✅ Q46: Analysis added
2025-07-15 00:01:56,464 - INFO -   ✅ Q47: Analysis added
2025-07-15 00:01:56,464 - INFO -   ✅ Q48: Analysis added
2025-07-15 00:01:56,464 - INFO -   ✅ Q49: Analysis added
2025-07-15 00:01:56,465 - INFO -   ✅ Q50: Analysis added
2025-07-15 00:01:56,465 - INFO -   📊 Batch 10 completed successfully
2025-07-15 00:01:56,472 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (50 questions)
2025-07-15 00:01:56,472 - INFO -   ⏱️  Progress: 10/20 batches (50.0%)
2025-07-15 00:01:56,472 - INFO -   ⏱️  Elapsed: 13.4 minutes, Estimated remaining: 13.4 minutes
2025-07-15 00:01:56,472 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:02:11,478 - INFO - Processing batch 11/20 (Questions 51-55)
2025-07-15 00:02:11,478 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:03:17,920 - INFO - Batch analysis completed successfully
2025-07-15 00:03:17,921 - INFO -   ✅ Q51: Analysis added
2025-07-15 00:03:17,921 - INFO -   ✅ Q52: Analysis added
2025-07-15 00:03:17,921 - INFO -   ✅ Q53: Analysis added
2025-07-15 00:03:17,921 - INFO -   ✅ Q54: Analysis added
2025-07-15 00:03:17,922 - INFO -   ✅ Q55: Analysis added
2025-07-15 00:03:17,922 - INFO -   📊 Batch 11 completed successfully
2025-07-15 00:03:17,931 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (55 questions)
2025-07-15 00:03:17,931 - INFO -   ⏱️  Progress: 11/20 batches (55.0%)
2025-07-15 00:03:17,931 - INFO -   ⏱️  Elapsed: 14.8 minutes, Estimated remaining: 12.1 minutes
2025-07-15 00:03:17,931 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:03:32,936 - INFO - Processing batch 12/20 (Questions 56-60)
2025-07-15 00:03:32,937 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:04:31,589 - INFO - Batch analysis completed successfully
2025-07-15 00:04:31,590 - INFO -   ✅ Q56: Analysis added
2025-07-15 00:04:31,590 - INFO -   ✅ Q57: Analysis added
2025-07-15 00:04:31,590 - INFO -   ✅ Q58: Analysis added
2025-07-15 00:04:31,590 - INFO -   ✅ Q59: Analysis added
2025-07-15 00:04:31,590 - INFO -   ✅ Q60: Analysis added
2025-07-15 00:04:31,590 - INFO -   📊 Batch 12 completed successfully
2025-07-15 00:04:31,600 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (60 questions)
2025-07-15 00:04:31,601 - INFO -   ⏱️  Progress: 12/20 batches (60.0%)
2025-07-15 00:04:31,601 - INFO -   ⏱️  Elapsed: 16.0 minutes, Estimated remaining: 10.7 minutes
2025-07-15 00:04:31,601 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:04:46,606 - INFO - Processing batch 13/20 (Questions 61-65)
2025-07-15 00:04:46,606 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:05:57,868 - INFO - Batch analysis completed successfully
2025-07-15 00:05:57,869 - INFO -   ✅ Q61: Analysis added
2025-07-15 00:05:57,869 - INFO -   ✅ Q62: Analysis added
2025-07-15 00:05:57,869 - INFO -   ✅ Q63: Analysis added
2025-07-15 00:05:57,869 - INFO -   ✅ Q64: Analysis added
2025-07-15 00:05:57,869 - INFO -   ✅ Q65: Analysis added
2025-07-15 00:05:57,869 - INFO -   📊 Batch 13 completed successfully
2025-07-15 00:05:57,880 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (65 questions)
2025-07-15 00:05:57,880 - INFO -   ⏱️  Progress: 13/20 batches (65.0%)
2025-07-15 00:05:57,880 - INFO -   ⏱️  Elapsed: 17.5 minutes, Estimated remaining: 9.4 minutes
2025-07-15 00:05:57,881 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:06:12,891 - INFO - Processing batch 14/20 (Questions 66-70)
2025-07-15 00:06:12,891 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:07:06,113 - INFO - Batch analysis completed successfully
2025-07-15 00:07:06,114 - INFO -   ✅ Q66: Analysis added
2025-07-15 00:07:06,114 - INFO -   ✅ Q67: Analysis added
2025-07-15 00:07:06,114 - INFO -   ✅ Q68: Analysis added
2025-07-15 00:07:06,114 - INFO -   ✅ Q69: Analysis added
2025-07-15 00:07:06,114 - INFO -   ✅ Q70: Analysis added
2025-07-15 00:07:06,115 - INFO -   📊 Batch 14 completed successfully
2025-07-15 00:07:06,126 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (70 questions)
2025-07-15 00:07:06,126 - INFO -   ⏱️  Progress: 14/20 batches (70.0%)
2025-07-15 00:07:06,126 - INFO -   ⏱️  Elapsed: 18.6 minutes, Estimated remaining: 8.0 minutes
2025-07-15 00:07:06,126 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:07:21,135 - INFO - Processing batch 15/20 (Questions 71-75)
2025-07-15 00:07:21,136 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:08:20,252 - INFO - Batch analysis completed successfully
2025-07-15 00:08:20,253 - INFO -   ✅ Q71: Analysis added
2025-07-15 00:08:20,253 - INFO -   ✅ Q72: Analysis added
2025-07-15 00:08:20,253 - INFO -   ✅ Q73: Analysis added
2025-07-15 00:08:20,253 - INFO -   ✅ Q74: Analysis added
2025-07-15 00:08:20,254 - INFO -   ✅ Q75: Analysis added
2025-07-15 00:08:20,254 - INFO -   📊 Batch 15 completed successfully
2025-07-15 00:08:20,265 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (75 questions)
2025-07-15 00:08:20,265 - INFO -   ⏱️  Progress: 15/20 batches (75.0%)
2025-07-15 00:08:20,265 - INFO -   ⏱️  Elapsed: 19.8 minutes, Estimated remaining: 6.6 minutes
2025-07-15 00:08:20,265 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:08:35,276 - INFO - Processing batch 16/20 (Questions 76-80)
2025-07-15 00:08:35,276 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:09:32,958 - INFO - Batch analysis completed successfully
2025-07-15 00:09:32,958 - INFO -   ✅ Q76: Analysis added
2025-07-15 00:09:32,959 - INFO -   ✅ Q77: Analysis added
2025-07-15 00:09:32,959 - INFO -   ✅ Q78: Analysis added
2025-07-15 00:09:32,959 - INFO -   ✅ Q79: Analysis added
2025-07-15 00:09:32,959 - INFO -   ✅ Q80: Analysis added
2025-07-15 00:09:32,959 - INFO -   📊 Batch 16 completed successfully
2025-07-15 00:09:32,971 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (80 questions)
2025-07-15 00:09:32,971 - INFO -   ⏱️  Progress: 16/20 batches (80.0%)
2025-07-15 00:09:32,972 - INFO -   ⏱️  Elapsed: 21.1 minutes, Estimated remaining: 5.3 minutes
2025-07-15 00:09:32,972 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:09:47,982 - INFO - Processing batch 17/20 (Questions 81-85)
2025-07-15 00:09:47,982 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:11:10,583 - INFO - Batch analysis completed successfully
2025-07-15 00:11:10,584 - INFO -   ✅ Q81: Analysis added
2025-07-15 00:11:10,584 - INFO -   ✅ Q82: Analysis added
2025-07-15 00:11:10,584 - INFO -   ✅ Q83: Analysis added
2025-07-15 00:11:10,584 - INFO -   ✅ Q84: Analysis added
2025-07-15 00:11:10,584 - INFO -   ✅ Q85: Analysis added
2025-07-15 00:11:10,584 - INFO -   📊 Batch 17 completed successfully
2025-07-15 00:11:10,598 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (85 questions)
2025-07-15 00:11:10,599 - INFO -   ⏱️  Progress: 17/20 batches (85.0%)
2025-07-15 00:11:10,599 - INFO -   ⏱️  Elapsed: 22.7 minutes, Estimated remaining: 4.0 minutes
2025-07-15 00:11:10,599 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:11:25,609 - INFO - Processing batch 18/20 (Questions 86-90)
2025-07-15 00:11:25,610 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:12:36,258 - INFO - Batch analysis completed successfully
2025-07-15 00:12:36,259 - INFO -   ✅ Q86: Analysis added
2025-07-15 00:12:36,259 - INFO -   ✅ Q87: Analysis added
2025-07-15 00:12:36,259 - INFO -   ✅ Q88: Analysis added
2025-07-15 00:12:36,259 - INFO -   ✅ Q89: Analysis added
2025-07-15 00:12:36,259 - INFO -   ✅ Q90: Analysis added
2025-07-15 00:12:36,259 - INFO -   📊 Batch 18 completed successfully
2025-07-15 00:12:36,272 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (90 questions)
2025-07-15 00:12:36,273 - INFO -   ⏱️  Progress: 18/20 batches (90.0%)
2025-07-15 00:12:36,273 - INFO -   ⏱️  Elapsed: 24.1 minutes, Estimated remaining: 2.7 minutes
2025-07-15 00:12:36,273 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:12:51,283 - INFO - Processing batch 19/20 (Questions 91-95)
2025-07-15 00:12:51,284 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:13:52,314 - INFO - Batch analysis completed successfully
2025-07-15 00:13:52,315 - INFO -   ✅ Q91: Analysis added
2025-07-15 00:13:52,315 - INFO -   ✅ Q92: Analysis added
2025-07-15 00:13:52,315 - INFO -   ✅ Q93: Analysis added
2025-07-15 00:13:52,316 - INFO -   ✅ Q94: Analysis added
2025-07-15 00:13:52,316 - INFO -   ✅ Q95: Analysis added
2025-07-15 00:13:52,316 - INFO -   📊 Batch 19 completed successfully
2025-07-15 00:13:52,330 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (95 questions)
2025-07-15 00:13:52,330 - INFO -   ⏱️  Progress: 19/20 batches (95.0%)
2025-07-15 00:13:52,330 - INFO -   ⏱️  Elapsed: 25.4 minutes, Estimated remaining: 1.3 minutes
2025-07-15 00:13:52,330 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:14:07,340 - INFO - Processing batch 20/20 (Questions 96-100)
2025-07-15 00:14:07,341 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:15:15,956 - INFO - Batch analysis completed successfully
2025-07-15 00:15:15,956 - INFO -   ✅ Q96: Analysis added
2025-07-15 00:15:15,957 - INFO -   ✅ Q97: Analysis added
2025-07-15 00:15:15,957 - INFO -   ✅ Q98: Analysis added
2025-07-15 00:15:15,957 - INFO -   ✅ Q99: Analysis added
2025-07-15 00:15:15,957 - INFO -   ✅ Q100: Analysis added
2025-07-15 00:15:15,957 - INFO -   📊 Batch 20 completed successfully
2025-07-15 00:15:15,976 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2025_grok_analyzed.json (100 questions)
2025-07-15 00:15:15,977 - INFO -   ⏱️  Progress: 20/20 batches (100.0%)
2025-07-15 00:15:15,977 - INFO -   ⏱️  Elapsed: 26.8 minutes, Estimated remaining: 0.0 minutes
2025-07-15 00:15:15,977 - INFO - ✅ UPSC 2025 analysis complete in 26.8 minutes
2025-07-15 00:15:15,990 - INFO - ✅ UPSC 2025 complete! Saved: ../json_files/upsc_prelims_2025_grok_analyzed.json
2025-07-15 00:15:15,990 - INFO - 📚 Processing UPSC 2024 Questions
2025-07-15 00:15:15,990 - INFO - ----------------------------------------
2025-07-15 00:15:15,991 - INFO - Loaded 102 questions for UPSC 2024
2025-07-15 00:15:15,991 - INFO - Starting analysis for UPSC 2024
2025-07-15 00:15:15,991 - INFO - Total questions: 102
2025-07-15 00:15:15,991 - INFO - Batch size: 5
2025-07-15 00:15:15,991 - INFO - Total batches: 21
2025-07-15 00:15:15,991 - INFO - Estimated API calls: 21 (vs 102 individual calls)
2025-07-15 00:15:15,991 - INFO - Processing batch 1/21 (Questions 1-5)
2025-07-15 00:15:15,991 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:16:08,436 - INFO - Batch analysis completed successfully
2025-07-15 00:16:08,438 - INFO -   ✅ Q1: Analysis added
2025-07-15 00:16:08,438 - INFO -   ✅ Q2: Analysis added
2025-07-15 00:16:08,438 - INFO -   ✅ Q3: Analysis added
2025-07-15 00:16:08,438 - INFO -   ✅ Q4: Analysis added
2025-07-15 00:16:08,438 - INFO -   ✅ Q5: Analysis added
2025-07-15 00:16:08,438 - INFO -   📊 Batch 1 completed successfully
2025-07-15 00:16:08,440 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (5 questions)
2025-07-15 00:16:08,440 - INFO -   ⏱️  Progress: 1/21 batches (4.8%)
2025-07-15 00:16:08,440 - INFO -   ⏱️  Elapsed: 0.9 minutes, Estimated remaining: 17.5 minutes
2025-07-15 00:16:08,440 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:16:23,444 - INFO - Processing batch 2/21 (Questions 6-10)
2025-07-15 00:16:23,445 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:17:20,399 - INFO - Batch analysis completed successfully
2025-07-15 00:17:20,400 - INFO -   ✅ Q6: Analysis added
2025-07-15 00:17:20,400 - INFO -   ✅ Q7: Analysis added
2025-07-15 00:17:20,400 - INFO -   ✅ Q8: Analysis added
2025-07-15 00:17:20,401 - INFO -   ✅ Q9: Analysis added
2025-07-15 00:17:20,401 - INFO -   ✅ Q10: Analysis added
2025-07-15 00:17:20,401 - INFO -   📊 Batch 2 completed successfully
2025-07-15 00:17:20,403 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (10 questions)
2025-07-15 00:17:20,403 - INFO -   ⏱️  Progress: 2/21 batches (9.5%)
2025-07-15 00:17:20,403 - INFO -   ⏱️  Elapsed: 2.1 minutes, Estimated remaining: 19.7 minutes
2025-07-15 00:17:20,403 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:17:35,409 - INFO - Processing batch 3/21 (Questions 11-15)
2025-07-15 00:17:35,409 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:18:25,550 - INFO - Batch analysis completed successfully
2025-07-15 00:18:25,551 - INFO -   ✅ Q11: Analysis added
2025-07-15 00:18:25,551 - INFO -   ✅ Q12: Analysis added
2025-07-15 00:18:25,551 - INFO -   ✅ Q13: Analysis added
2025-07-15 00:18:25,551 - INFO -   ✅ Q14: Analysis added
2025-07-15 00:18:25,552 - INFO -   ✅ Q15: Analysis added
2025-07-15 00:18:25,552 - INFO -   📊 Batch 3 completed successfully
2025-07-15 00:18:25,555 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (15 questions)
2025-07-15 00:18:25,555 - INFO -   ⏱️  Progress: 3/21 batches (14.3%)
2025-07-15 00:18:25,555 - INFO -   ⏱️  Elapsed: 3.2 minutes, Estimated remaining: 19.0 minutes
2025-07-15 00:18:25,555 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:18:40,560 - INFO - Processing batch 4/21 (Questions 16-20)
2025-07-15 00:18:40,561 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:20:01,030 - INFO - Batch analysis completed successfully
2025-07-15 00:20:01,031 - INFO -   ✅ Q16: Analysis added
2025-07-15 00:20:01,031 - INFO -   ✅ Q17: Analysis added
2025-07-15 00:20:01,031 - INFO -   ✅ Q18: Analysis added
2025-07-15 00:20:01,031 - INFO -   ✅ Q19: Analysis added
2025-07-15 00:20:01,031 - INFO -   ✅ Q20: Analysis added
2025-07-15 00:20:01,032 - INFO -   📊 Batch 4 completed successfully
2025-07-15 00:20:01,037 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (20 questions)
2025-07-15 00:20:01,037 - INFO -   ⏱️  Progress: 4/21 batches (19.0%)
2025-07-15 00:20:01,038 - INFO -   ⏱️  Elapsed: 4.8 minutes, Estimated remaining: 20.2 minutes
2025-07-15 00:20:01,038 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:20:16,043 - INFO - Processing batch 5/21 (Questions 21-25)
2025-07-15 00:20:16,043 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:21:04,319 - INFO - Batch analysis completed successfully
2025-07-15 00:21:04,320 - INFO -   ✅ Q21: Analysis added
2025-07-15 00:21:04,320 - INFO -   ✅ Q22: Analysis added
2025-07-15 00:21:04,320 - INFO -   ✅ Q23: Analysis added
2025-07-15 00:21:04,320 - INFO -   ✅ Q24: Analysis added
